Term,Polarity,Score,UsedForAcquisition,UsedForReranking
maniacal,NEG,1,Y,
manic,NEG,1,Y,
manipulate,NEG,1,Y,
manipulation,NEG,1,Y,
manipulative,NEG,1,Y,
manipulators,NEG,1,Y,
mar,NEG,1,Y,
marginal,NEG,1,Y,
marginally,NEG,1,Y,
martyrdom,NEG,1,Y,
martyrdom-seeking,NEG,1,Y,
marvel,POS,1,Y,
marveled,POS,1,Y,
marvelled,POS,1,Y,
marvellous,POS,1,Y,
marvelous,POS,1,Y,
marvelously,POS,1,Y,
marvelousness,POS,1,Y,
marvels,POS,1,Y,
mashed,NEG,1,Y,
massacre,NEG,1,Y,
massacres,NEG,1,Y,
master,POS,1,Y,
masterful,POS,1,Y,
masterfully,POS,1,Y,
masterpiece,POS,1,Y,
masterpieces,POS,1,Y,
masters,POS,1,Y,
mastery,POS,1,Y,
matchless,POS,1,Y,
matte,NEG,1,Y,
mature,POS,1,Y,
maturely,POS,1,Y,
maturity,POS,1,Y,
mawkish,NEG,1,Y,
mawkishly,NEG,1,Y,
mawkishness,NEG,1,Y,
meager,NEG,1,Y,
meaningful,POS,1,Y,
meaningless,NEG,1,Y,
meanness,NEG,1,Y,
measly,NEG,1,Y,
meddle,NEG,1,Y,
meddlesome,NEG,1,Y,
mediocre,NEG,1,Y,
mediocrity,NEG,1,Y,
melancholy,NEG,1,Y,
melodramatic,NEG,1,Y,
melodramatically,NEG,1,Y,
meltdown,NEG,1,Y,
memorable,POS,1,Y,
menace,NEG,1,Y,
menacing,NEG,1,Y,
menacingly,NEG,1,Y,
mendacious,NEG,1,Y,
mendacity,NEG,1,Y,
menial,NEG,1,Y,
merciful,POS,1,Y,
mercifully,POS,1,Y,
merciless,NEG,1,Y,
mercilessly,NEG,1,Y,
mercy,POS,1,Y,
merit,POS,1,Y,
meritorious,POS,1,Y,
merrily,POS,1,Y,
merriment,POS,1,Y,
merriness,POS,1,Y,
merry,POS,1,Y,
mesmerize,POS,1,Y,
mesmerized,POS,1,Y,
mesmerizes,POS,1,Y,
mesmerizing,POS,1,Y,
mesmerizingly,POS,1,Y,
mess,NEG,1,Y,
messed,NEG,1,Y,
messes,NEG,1,Y,
messing,NEG,1,Y,
messy,NEG,1,Y,
meticulous,POS,1,Y,
meticulously,POS,1,Y,
midget,NEG,1,Y,
miff,NEG,1,Y,
mightily,POS,1,Y,
mighty,POS,1,Y,
militancy,NEG,1,Y,
mind-blowing,POS,1,Y,
mindless,NEG,1,Y,
mindlessly,NEG,1,Y,
miracle,POS,1,Y,
miracles,POS,1,Y,
miraculous,POS,1,Y,
miraculously,POS,1,Y,
miraculousness,POS,1,Y,
mirage,NEG,1,Y,
mire,NEG,1,Y,
misalign,NEG,1,Y,
misaligned,NEG,1,Y,
misaligns,NEG,1,Y,
misapprehend,NEG,1,Y,
misbecome,NEG,1,Y,
misbecoming,NEG,1,Y,
misbegotten,NEG,1,Y,
misbehave,NEG,1,Y,
misbehavior,NEG,1,Y,
miscalculate,NEG,1,Y,
miscalculation,NEG,1,Y,
miscellaneous,NEG,1,Y,
mischief,NEG,1,Y,
mischievous,NEG,1,Y,
mischievously,NEG,1,Y,
misconception,NEG,1,Y,
misconceptions,NEG,1,Y,
miscreant,NEG,1,Y,
miscreants,NEG,1,Y,
misdirection,NEG,1,Y,
miser,NEG,1,Y,
miserable,NEG,1,Y,Y
miserableness,NEG,1,Y,
miserably,NEG,1,Y,
miseries,NEG,1,Y,
miserly,NEG,1,Y,
misery,NEG,1,Y,
misfit,NEG,1,Y,
misfortune,NEG,1,Y,
misgiving,NEG,1,Y,
misgivings,NEG,1,Y,
misguidance,NEG,1,Y,
misguide,NEG,1,Y,
misguided,NEG,1,Y,
mishandle,NEG,1,Y,
mishap,NEG,1,Y,
misinform,NEG,1,Y,
misinformed,NEG,1,Y,
misinterpret,NEG,1,Y,
misjudge,NEG,1,Y,
misjudgment,NEG,1,Y,
mislead,NEG,1,Y,
misleading,NEG,1,Y,
misleadingly,NEG,1,Y,
mislike,NEG,1,Y,
mismanage,NEG,1,Y,
mispronounce,NEG,1,Y,
mispronounced,NEG,1,Y,
mispronounces,NEG,1,Y,
misread,NEG,1,Y,
misreading,NEG,1,Y,
misrepresent,NEG,1,Y,
misrepresentation,NEG,1,Y,
miss,NEG,1,Y,
missed,NEG,1,Y,
misses,NEG,1,Y,
misstatement,NEG,1,Y,
mist,NEG,1,Y,
mistake,NEG,1,Y,
mistaken,NEG,1,Y,
mistakenly,NEG,1,Y,
mistakes,NEG,1,Y,
mistified,NEG,1,Y,
mistress,NEG,1,Y,
mistrust,NEG,1,Y,
mistrustful,NEG,1,Y,
mistrustfully,NEG,1,Y,
mists,NEG,1,Y,
misunderstand,NEG,1,Y,
misunderstanding,NEG,1,Y,
misunderstandings,NEG,1,Y,
misunderstood,NEG,1,Y,
misuse,NEG,1,Y,
moan,NEG,1,Y,
mobster,NEG,1,Y,
mock,NEG,1,Y,
mocked,NEG,1,Y,
mockeries,NEG,1,Y,
mockery,NEG,1,Y,
mocking,NEG,1,Y,
mockingly,NEG,1,Y,
mocks,NEG,1,Y,
modern,POS,1,Y,
modest,POS,1,Y,
modesty,POS,1,Y,
molest,NEG,1,Y,
molestation,NEG,1,Y,
momentous,POS,1,Y,
monotonous,NEG,1,Y,
monotony,NEG,1,Y,
monster,NEG,1,Y,
monstrosities,NEG,1,Y,
monstrosity,NEG,1,Y,
monstrous,NEG,1,Y,
monstrously,NEG,1,Y,
monumental,POS,1,Y,
monumentally,POS,1,Y,
moody,NEG,1,Y,
moot,NEG,1,Y,
mope,NEG,1,Y,
morality,POS,1,Y,
morbid,NEG,1,Y,
morbidly,NEG,1,Y,
mordant,NEG,1,Y,
mordantly,NEG,1,Y,
moribund,NEG,1,Y,
moron,NEG,1,Y,
moronic,NEG,1,Y,
morons,NEG,1,Y,
mortification,NEG,1,Y,
mortified,NEG,1,Y,
mortify,NEG,1,Y,
mortifying,NEG,1,Y,
motionless,NEG,1,Y,
motivated,POS,1,Y,
motley,NEG,1,Y,
mourn,NEG,1,Y,
mourner,NEG,1,Y,
mournful,NEG,1,Y,
mournfully,NEG,1,Y,
muddle,NEG,1,Y,
muddy,NEG,1,Y,
mudslinger,NEG,1,Y,
mudslinging,NEG,1,Y,
mulish,NEG,1,Y,
multi-polarization,NEG,1,Y,
multi-purpose,POS,1,Y,
mundane,NEG,1,Y,
murder,NEG,1,Y,
murderer,NEG,1,Y,
murderous,NEG,1,Y,
murderously,NEG,1,Y,
murky,NEG,1,Y,
muscle-flexing,NEG,1,Y,
mushy,NEG,1,Y,
musty,NEG,1,Y,
mysterious,NEG,1,Y,
mysteriously,NEG,1,Y,
mystery,NEG,1,Y,
mystify,NEG,1,Y,
myth,NEG,1,Y,
nag,NEG,1,Y,
nagging,NEG,1,Y,
naive,NEG,1,Y,
naively,NEG,1,Y,
naÔve,NEG,1,Y,
narrower,NEG,1,Y,
nastily,NEG,1,Y,
nastiness,NEG,1,Y,
nasty,NEG,1,Y,
naughty,NEG,1,Y,
nauseate,NEG,1,Y,
nauseates,NEG,1,Y,
nauseating,NEG,1,Y,
nauseatingly,NEG,1,Y,
navigable,POS,1,Y,
neat,POS,1,Y,
neatest,POS,1,Y,
neatly,POS,1,Y,
nebulous,NEG,1,Y,
nebulously,NEG,1,Y,
needless,NEG,1,Y,
needlessly,NEG,1,Y,
needy,NEG,1,Y,
nefarious,NEG,1,Y,
nefariously,NEG,1,Y,
negate,NEG,1,Y,
negation,NEG,1,Y,
negative,NEG,1,Y,
negatives,NEG,1,Y,
negativity,NEG,1,Y,
neglect,NEG,1,Y,
neglected,NEG,1,Y,
negligence,NEG,1,Y,
negligent,NEG,1,Y,
nemesis,NEG,1,Y,
nepotism,NEG,1,Y,
nervous,NEG,1,Y,
nervously,NEG,1,Y,
nervousness,NEG,1,Y,
nettle,NEG,1,Y,
nettlesome,NEG,1,Y,
neurotic,NEG,1,Y,
neurotically,NEG,1,Y,
nice,POS,1,Y,Y
nicely,POS,1,Y,
nicer,POS,1,Y,
nicest,POS,1,Y,
nifty,POS,1,Y,
niggle,NEG,1,Y,
niggles,NEG,1,Y,
nightmare,NEG,1,Y,
nightmarish,NEG,1,Y,
nightmarishly,NEG,1,Y,
nimble,POS,1,Y,
nitpick,NEG,1,Y,
nitpicking,NEG,1,Y,
noble,POS,1,Y,
nobly,POS,1,Y,
noise,NEG,1,Y,
noiseless,POS,1,Y,
noises,NEG,1,Y,
noisier,NEG,1,Y,
noisy,NEG,1,Y,
non-confidence,NEG,1,Y,
non-violence,POS,1,Y,
non-violent,POS,1,Y,
nonexistent,NEG,1,Y,
nonresponsive,NEG,1,Y,
nonsense,NEG,1,Y,
nosey,NEG,1,Y,
notably,POS,1,Y,
noteworthy,POS,1,Y,
notoriety,NEG,1,Y,
notorious,NEG,1,Y,
notoriously,NEG,1,Y,
nourish,POS,1,Y,
nourishing,POS,1,Y,
nourishment,POS,1,Y,
novelty,POS,1,Y,
noxious,NEG,1,Y,
nuisance,NEG,1,Y,
numb,NEG,1,Y,
nurturing,POS,1,Y,
oasis,POS,1,Y,
obese,NEG,1,Y,
object,NEG,1,Y,
objection,NEG,1,Y,
objectionable,NEG,1,Y,
objections,NEG,1,Y,
oblique,NEG,1,Y,
obliterate,NEG,1,Y,
obliterated,NEG,1,Y,
oblivious,NEG,1,Y,
obnoxious,NEG,1,Y,
obnoxiously,NEG,1,Y,
obscene,NEG,1,Y,
obscenely,NEG,1,Y,
obscenity,NEG,1,Y,
obscure,NEG,1,Y,
obscured,NEG,1,Y,
obscures,NEG,1,Y,
obscurity,NEG,1,Y,
obsess,NEG,1,Y,
obsession,POS,1,Y,
obsessions,POS,1,Y,
obsessive,NEG,1,Y,
obsessively,NEG,1,Y,
obsessiveness,NEG,1,Y,
obsolete,NEG,1,Y,
obstacle,NEG,1,Y,
obstinate,NEG,1,Y,
obstinately,NEG,1,Y,
obstruct,NEG,1,Y,
obstructed,NEG,1,Y,
obstructing,NEG,1,Y,
obstruction,NEG,1,Y,
obstructs,NEG,1,Y,
obtainable,POS,1,Y,
obtrusive,NEG,1,Y,
obtuse,NEG,1,Y,
occlude,NEG,1,Y,
occluded,NEG,1,Y,
occludes,NEG,1,Y,
occluding,NEG,1,Y,
odd,NEG,1,Y,
odder,NEG,1,Y,
oddest,NEG,1,Y,
oddities,NEG,1,Y,
oddity,NEG,1,Y,
oddly,NEG,1,Y,
odor,NEG,1,Y,
offence,NEG,1,Y,
offend,NEG,1,Y,
offender,NEG,1,Y,
offending,NEG,1,Y,
offenses,NEG,1,Y,
offensive,NEG,1,Y,
offensively,NEG,1,Y,
offensiveness,NEG,1,Y,
officious,NEG,1,Y,
ominous,NEG,1,Y,
ominously,NEG,1,Y,
omission,NEG,1,Y,
omit,NEG,1,Y,
one-sided,NEG,1,Y,
onerous,NEG,1,Y,
onerously,NEG,1,Y,
onslaught,NEG,1,Y,
openly,POS,1,Y,
openness,POS,1,Y,
opinionated,NEG,1,Y,
opponent,NEG,1,Y,
opportunistic,NEG,1,Y,
oppose,NEG,1,Y,
opposition,NEG,1,Y,
oppositions,NEG,1,Y,
oppress,NEG,1,Y,
oppression,NEG,1,Y,
oppressive,NEG,1,Y,
oppressively,NEG,1,Y,
oppressiveness,NEG,1,Y,
oppressors,NEG,1,Y,
optimal,POS,1,Y,
optimism,POS,1,Y,
optimistic,POS,1,Y,
opulent,POS,1,Y,
ordeal,NEG,1,Y,
orderly,POS,1,Y,
originality,POS,1,Y,
orphan,NEG,1,Y,
ostracize,NEG,1,Y,
outbreak,NEG,1,Y,
outburst,NEG,1,Y,
outbursts,NEG,1,Y,
outcast,NEG,1,Y,
outcry,NEG,1,Y,
outdo,POS,1,Y,
outdone,POS,1,Y,
outlaw,NEG,1,Y,
outmoded,NEG,1,Y,
outperform,POS,1,Y,
outperformed,POS,1,Y,
outperforming,POS,1,Y,
outperforms,POS,1,Y,
outrage,NEG,1,Y,
outraged,NEG,1,Y,
outrageous,NEG,1,Y,
outrageously,NEG,1,Y,
outrageousness,NEG,1,Y,
outrages,NEG,1,Y,
outshine,POS,1,Y,
outshone,POS,1,Y,
outsider,NEG,1,Y,
outsmart,POS,1,Y,
outstanding,POS,1,Y,
outstandingly,POS,1,Y,
outstrip,POS,1,Y,
outwit,POS,1,Y,
ovation,POS,1,Y,
over-acted,NEG,1,Y,
over-awe,NEG,1,Y,
over-balanced,NEG,1,Y,
over-hyped,NEG,1,Y,
over-priced,NEG,1,Y,
over-valuation,NEG,1,Y,
overact,NEG,1,Y,
overacted,NEG,1,Y,
overawe,NEG,1,Y,
overbalance,NEG,1,Y,
overbalanced,NEG,1,Y,
overbearing,NEG,1,Y,
overbearingly,NEG,1,Y,
overblown,NEG,1,Y,
overdo,NEG,1,Y,
overdone,NEG,1,Y,
overdue,NEG,1,Y,
overemphasize,NEG,1,Y,
overheat,NEG,1,Y,
overjoyed,POS,1,Y,
overkill,NEG,1,Y,
overloaded,NEG,1,Y,
overlook,NEG,1,Y,
overpaid,NEG,1,Y,
overpayed,NEG,1,Y,
overplay,NEG,1,Y,
overpower,NEG,1,Y,
overpriced,NEG,1,Y,
overrated,NEG,1,Y,
overreach,NEG,1,Y,
overrun,NEG,1,Y,
overshadow,NEG,1,Y,
oversight,NEG,1,Y,
oversights,NEG,1,Y,
oversimplification,NEG,1,Y,
oversimplified,NEG,1,Y,
oversimplify,NEG,1,Y,
oversize,NEG,1,Y,
overstate,NEG,1,Y,
overstated,NEG,1,Y,
overstatement,NEG,1,Y,
overstatements,NEG,1,Y,
overstates,NEG,1,Y,
overtake,POS,1,Y,
overtaken,POS,1,Y,
overtakes,POS,1,Y,
overtaking,POS,1,Y,
overtaxed,NEG,1,Y,
overthrow,NEG,1,Y,
overthrows,NEG,1,Y,
overtook,POS,1,Y,
overture,POS,1,Y,
overturn,NEG,1,Y,
overweight,NEG,1,Y,
overwhelm,NEG,1,Y,
overwhelmed,NEG,1,Y,
overwhelming,NEG,1,Y,
overwhelmingly,NEG,1,Y,
overwhelms,NEG,1,Y,
overzealous,NEG,1,Y,
overzealously,NEG,1,Y,
overzelous,NEG,1,Y,
pain,NEG,1,Y,
pain-free,POS,1,Y,
painful,NEG,1,Y,
painfull,NEG,1,Y,
painfully,NEG,1,Y,
painless,POS,1,Y,
painlessly,POS,1,Y,
pains,NEG,1,Y,
palatial,POS,1,Y,
pale,NEG,1,Y,
pales,NEG,1,Y,
paltry,NEG,1,Y,
pamper,POS,1,Y,
pampered,POS,1,Y,
pamperedly,POS,1,Y,
pamperedness,POS,1,Y,
pampers,POS,1,Y,
pan,NEG,1,Y,
pandemonium,NEG,1,Y,
pander,NEG,1,Y,
pandering,NEG,1,Y,
panders,NEG,1,Y,
panic,NEG,1,Y,
panick,NEG,1,Y,
panicked,NEG,1,Y,
panicking,NEG,1,Y,
panicky,NEG,1,Y,
panoramic,POS,1,Y,
paradise,POS,1,Y,
paradoxical,NEG,1,Y,
paradoxically,NEG,1,Y,
paralize,NEG,1,Y,
paralyzed,NEG,1,Y,
paramount,POS,1,Y,
paranoia,NEG,1,Y,
paranoid,NEG,1,Y,
parasite,NEG,1,Y,
pardon,POS,1,Y,
pariah,NEG,1,Y,
parody,NEG,1,Y,
partiality,NEG,1,Y,
partisan,NEG,1,Y,
partisans,NEG,1,Y,
passe,NEG,1,Y,
passion,POS,1,Y,
passionate,POS,1,Y,
passionately,POS,1,Y,
passive,NEG,1,Y,
passiveness,NEG,1,Y,
pathetic,NEG,1,Y,
pathetically,NEG,1,Y,
patience,POS,1,Y,
patient,POS,1,Y,
patiently,POS,1,Y,
patriot,POS,1,Y,
patriotic,POS,1,Y,
patronize,NEG,1,Y,
paucity,NEG,1,Y,
pauper,NEG,1,Y,
paupers,NEG,1,Y,
payback,NEG,1,Y,
peace,POS,1,Y,
peaceable,POS,1,Y,
peaceful,POS,1,Y,
peacefully,POS,1,Y,
peacekeepers,POS,1,Y,
peach,POS,1,Y,
peculiar,NEG,1,Y,
peculiarly,NEG,1,Y,
pedantic,NEG,1,Y,
peeled,NEG,1,Y,
peerless,POS,1,Y,
peeve,NEG,1,Y,
peeved,NEG,1,Y,
peevish,NEG,1,Y,
peevishly,NEG,1,Y,
penalize,NEG,1,Y,
penalty,NEG,1,Y,
pep,POS,1,Y,
pepped,POS,1,Y,
pepping,POS,1,Y,
peppy,POS,1,Y,
peps,POS,1,Y,
perfect,POS,1,Y,
perfection,POS,1,Y,
perfectly,POS,1,Y,
perfidious,NEG,1,Y,
perfidity,NEG,1,Y,
perfunctory,NEG,1,Y,
peril,NEG,1,Y,
perilous,NEG,1,Y,
perilously,NEG,1,Y,
perish,NEG,1,Y,
permissible,POS,1,Y,
pernicious,NEG,1,Y,
perplex,NEG,1,Y,
perplexed,NEG,1,Y,
perplexing,NEG,1,Y,
perplexity,NEG,1,Y,
persecute,NEG,1,Y,
persecution,NEG,1,Y,
perseverance,POS,1,Y,
persevere,POS,1,Y,
personages,POS,1,Y,
personalized,POS,1,Y,
pertinacious,NEG,1,Y,
pertinaciously,NEG,1,Y,
pertinacity,NEG,1,Y,
perturb,NEG,1,Y,
perturbed,NEG,1,Y,
pervasive,NEG,1,Y,
perverse,NEG,1,Y,
perversely,NEG,1,Y,
perversion,NEG,1,Y,
perversity,NEG,1,Y,
pervert,NEG,1,Y,
perverted,NEG,1,Y,
perverts,NEG,1,Y,
pessimism,NEG,1,Y,
pessimistic,NEG,1,Y,
pessimistically,NEG,1,Y,
pest,NEG,1,Y,
pestilent,NEG,1,Y,
petrified,NEG,1,Y,
petrify,NEG,1,Y,
pettifog,NEG,1,Y,
petty,NEG,1,Y,
phenomenal,POS,1,Y,
phenomenally,POS,1,Y,
phobia,NEG,1,Y,
phobic,NEG,1,Y,
phony,NEG,1,Y,
picket,NEG,1,Y,
picketed,NEG,1,Y,
picketing,NEG,1,Y,
pickets,NEG,1,Y,
picky,NEG,1,Y,
picturesque,POS,1,Y,
piety,POS,1,Y,
pig,NEG,1,Y,
pigs,NEG,1,Y,
pillage,NEG,1,Y,
pillory,NEG,1,Y,
pimple,NEG,1,Y,
pinch,NEG,1,Y,
pinnacle,POS,1,Y,
pique,NEG,1,Y,
pitiable,NEG,1,Y,
pitiful,NEG,1,Y,
pitifully,NEG,1,Y,
pitiless,NEG,1,Y,
pitilessly,NEG,1,Y,
pittance,NEG,1,Y,
pity,NEG,1,Y,
plagiarize,NEG,1,Y,
plague,NEG,1,Y,
plasticky,NEG,1,Y,
playful,POS,1,Y,
playfully,POS,1,Y,
plaything,NEG,1,Y,
plea,NEG,1,Y,
pleas,NEG,1,Y,
pleasant,POS,1,Y,
pleasantly,POS,1,Y,
pleased,POS,1,Y,
pleases,POS,1,Y,
pleasing,POS,1,Y,
pleasingly,POS,1,Y,
pleasurable,POS,1,Y,
pleasurably,POS,1,Y,
pleasure,POS,1,Y,
plebeian,NEG,1,Y,
plentiful,POS,1,Y,
plight,NEG,1,Y,
plot,NEG,1,Y,
plotters,NEG,1,Y,
ploy,NEG,1,Y,
plunder,NEG,1,Y,
plunderer,NEG,1,Y,
pluses,POS,1,Y,
plush,POS,1,Y,
plusses,POS,1,Y,
poetic,POS,1,Y,
poeticize,POS,1,Y,
poignant,POS,1,Y,
pointless,NEG,1,Y,
pointlessly,NEG,1,Y,
poise,POS,1,Y,
poised,POS,1,Y,
poison,NEG,1,Y,
poisonous,NEG,1,Y,
poisonously,NEG,1,Y,
pokey,NEG,1,Y,
poky,NEG,1,Y,
polarisation,NEG,1,Y,
polemize,NEG,1,Y,
polished,POS,1,Y,
polite,POS,1,Y,
politeness,POS,1,Y,
pollute,NEG,1,Y,
polluter,NEG,1,Y,
polluters,NEG,1,Y,
polution,NEG,1,Y,
pompous,NEG,1,Y,
poor,NEG,1,Y,
poorer,NEG,1,Y,
poorest,NEG,1,Y,
poorly,NEG,1,Y,
popular,POS,1,Y,
portable,POS,1,Y,
posh,POS,1,Y,
positive,POS,1,Y,
positively,POS,1,Y,
positives,POS,1,Y,
posturing,NEG,1,Y,
pout,NEG,1,Y,
poverty,NEG,1,Y,
powerful,POS,1,Y,
powerfully,POS,1,Y,
powerless,NEG,1,Y,
praise,POS,1,Y,
praiseworthy,POS,1,Y,
praising,POS,1,Y,
prate,NEG,1,Y,
pratfall,NEG,1,Y,
prattle,NEG,1,Y,
pre-eminent,POS,1,Y,
precarious,NEG,1,Y,
precariously,NEG,1,Y,
precious,POS,1,Y,
precipitate,NEG,1,Y,
precipitous,NEG,1,Y,
precise,POS,1,Y,
precisely,POS,1,Y,
predatory,NEG,1,Y,
predicament,NEG,1,Y,
preeminent,POS,1,Y,
prefer,POS,1,Y,
preferable,POS,1,Y,
preferably,POS,1,Y,
prefered,POS,1,Y,
preferes,POS,1,Y,
preferred,POS,1,Y,
preferring,POS,1,Y,
prefers,POS,1,Y,
prejudge,NEG,1,Y,
prejudice,NEG,1,Y,
prejudices,NEG,1,Y,
prejudicial,NEG,1,Y,
premeditated,NEG,1,Y,
premier,POS,1,Y,
preoccupy,NEG,1,Y,
preposterous,NEG,1,Y,
preposterously,NEG,1,Y,
prestige,POS,1,Y,
prestigious,POS,1,Y,
presumptuous,NEG,1,Y,
presumptuously,NEG,1,Y,
pretence,NEG,1,Y,
pretend,NEG,1,Y,
pretense,NEG,1,Y,
pretentious,NEG,1,Y,
pretentiously,NEG,1,Y,
prettily,POS,1,Y,
pretty,POS,1,Y,
prevaricate,NEG,1,Y,
priceless,POS,1,Y,
pricey,NEG,1,Y,
pricier,NEG,1,Y,
prick,NEG,1,Y,
prickle,NEG,1,Y,
prickles,NEG,1,Y,
pride,POS,1,Y,
prideful,NEG,1,Y,
prik,NEG,1,Y,
primitive,NEG,1,Y,
principled,POS,1,Y,
prison,NEG,1,Y,
prisoner,NEG,1,Y,
privilege,POS,1,Y,
privileged,POS,1,Y,
prize,POS,1,Y,
proactive,POS,1,Y,
problem,NEG,1,Y,
problem-free,POS,1,Y,
problem-solver,POS,1,Y,
problematic,NEG,1,Y,
problems,NEG,1,Y,
procrastinate,NEG,1,Y,
procrastinates,NEG,1,Y,
procrastination,NEG,1,Y,
prodigious,POS,1,Y,
prodigiously,POS,1,Y,
prodigy,POS,1,Y,
productive,POS,1,Y,
productively,POS,1,Y,
profane,NEG,1,Y,
profanity,NEG,1,Y,
proficient,POS,1,Y,
proficiently,POS,1,Y,
profound,POS,1,Y,
profoundly,POS,1,Y,
profuse,POS,1,Y,
profusion,POS,1,Y,
progress,POS,1,Y,
progressive,POS,1,Y,
prohibit,NEG,1,Y,
prohibitive,NEG,1,Y,
prohibitively,NEG,1,Y,
prolific,POS,1,Y,
prominence,POS,1,Y,
prominent,POS,1,Y,
promise,POS,1,Y,
promised,POS,1,Y,
promises,POS,1,Y,
promising,POS,1,Y,
promoter,POS,1,Y,
prompt,POS,1,Y,
promptly,POS,1,Y,
propaganda,NEG,1,Y,
propagandize,NEG,1,Y,
proper,POS,1,Y,
properly,POS,1,Y,
propitious,POS,1,Y,
propitiously,POS,1,Y,
proprietary,NEG,1,Y,
pros,POS,1,Y,
prosecute,NEG,1,Y,
prosper,POS,1,Y,
prosperity,POS,1,Y,
prosperous,POS,1,Y,
prospros,POS,1,Y,
protect,POS,1,Y,
protection,POS,1,Y,
protective,POS,1,Y,
protest,NEG,1,Y,
protested,NEG,1,Y,
protesting,NEG,1,Y,
protests,NEG,1,Y,
protracted,NEG,1,Y,
proud,POS,1,Y,
proven,POS,1,Y,
proves,POS,1,Y,
providence,POS,1,Y,
proving,POS,1,Y,
provocation,NEG,1,Y,
provocative,NEG,1,Y,
provoke,NEG,1,Y,
prowess,POS,1,Y,
prudence,POS,1,Y,
prudent,POS,1,Y,
prudently,POS,1,Y,
pry,NEG,1,Y,
pugnacious,NEG,1,Y,
pugnaciously,NEG,1,Y,
pugnacity,NEG,1,Y,
punch,NEG,1,Y,
punctual,POS,1,Y,
punish,NEG,1,Y,
punishable,NEG,1,Y,
punitive,NEG,1,Y,
punk,NEG,1,Y,
puny,NEG,1,Y,
puppet,NEG,1,Y,
puppets,NEG,1,Y,
pure,POS,1,Y,
purify,POS,1,Y,
purposeful,POS,1,Y,
puzzled,NEG,1,Y,
puzzlement,NEG,1,Y,
puzzling,NEG,1,Y,
quack,NEG,1,Y,
quaint,POS,1,Y,
qualified,POS,1,Y,
qualify,POS,1,Y,
qualm,NEG,1,Y,
qualms,NEG,1,Y,
quandary,NEG,1,Y,
quarrel,NEG,1,Y,
quarrellous,NEG,1,Y,
quarrellously,NEG,1,Y,
quarrels,NEG,1,Y,
quarrelsome,NEG,1,Y,
quash,NEG,1,Y,
queer,NEG,1,Y,
questionable,NEG,1,Y,
quibble,NEG,1,Y,
quibbles,NEG,1,Y,
quicker,POS,1,Y,
quiet,POS,1,Y,
quieter,POS,1,Y,
quitter,NEG,1,Y,
rabid,NEG,1,Y,
racism,NEG,1,Y,
racist,NEG,1,Y,
racists,NEG,1,Y,
racy,NEG,1,Y,
radiance,POS,1,Y,
radiant,POS,1,Y,
radical,NEG,1,Y,
radicalization,NEG,1,Y,
radically,NEG,1,Y,
radicals,NEG,1,Y,
rage,NEG,1,Y,
ragged,NEG,1,Y,
raging,NEG,1,Y,
rail,NEG,1,Y,
raked,NEG,1,Y,
rampage,NEG,1,Y,
rampant,NEG,1,Y,
ramshackle,NEG,1,Y,
rancor,NEG,1,Y,
randomly,NEG,1,Y,
rankle,NEG,1,Y,
rant,NEG,1,Y,
ranted,NEG,1,Y,
ranting,NEG,1,Y,
rantingly,NEG,1,Y,
rants,NEG,1,Y,
rape,NEG,1,Y,
raped,NEG,1,Y,
rapid,POS,1,Y,
raping,NEG,1,Y,
rapport,POS,1,Y,
rapt,POS,1,Y,
rapture,POS,1,Y,
raptureous,POS,1,Y,
raptureously,POS,1,Y,
rapturous,POS,1,Y,
rapturously,POS,1,Y,
rascal,NEG,1,Y,
rascals,NEG,1,Y,
rash,NEG,1,Y,
rational,POS,1,Y,
rattle,NEG,1,Y,
rattled,NEG,1,Y,
rattles,NEG,1,Y,
ravage,NEG,1,Y,
raving,NEG,1,Y,
razor-sharp,POS,1,Y,
reachable,POS,1,Y,
reactionary,NEG,1,Y,
readable,POS,1,Y,
readily,POS,1,Y,
ready,POS,1,Y,
reaffirm,POS,1,Y,
reaffirmation,POS,1,Y,
realistic,POS,1,Y,
realizable,POS,1,Y,
reasonable,POS,1,Y,
reasonably,POS,1,Y,
reasoned,POS,1,Y,
reassurance,POS,1,Y,
reassure,POS,1,Y,
rebellious,NEG,1,Y,
rebuff,NEG,1,Y,
rebuke,NEG,1,Y,
recalcitrant,NEG,1,Y,
recant,NEG,1,Y,
receptive,POS,1,Y,
recession,NEG,1,Y,
recessionary,NEG,1,Y,
reckless,NEG,1,Y,
recklessly,NEG,1,Y,
recklessness,NEG,1,Y,
reclaim,POS,1,Y,
recoil,NEG,1,Y,
recomend,POS,1,Y,
recommend,POS,1,Y,
recommendation,POS,1,Y,
recommendations,POS,1,Y,
recommended,POS,1,Y,
reconcile,POS,1,Y,
reconciliation,POS,1,Y,
record-setting,POS,1,Y,
recourses,NEG,1,Y,
recover,POS,1,Y,
recovery,POS,1,Y,
rectification,POS,1,Y,
rectify,POS,1,Y,
rectifying,POS,1,Y,
redeem,POS,1,Y,
redeeming,POS,1,Y,
redemption,POS,1,Y,
redundancy,NEG,1,Y,
redundant,NEG,1,Y,
refine,POS,1,Y,
refined,POS,1,Y,
refinement,POS,1,Y,
reform,POS,1,Y,
reformed,POS,1,Y,
reforming,POS,1,Y,
reforms,POS,1,Y,
refresh,POS,1,Y,
refreshed,POS,1,Y,
refreshing,POS,1,Y,
refund,POS,1,Y,
refunded,POS,1,Y,
