TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS,REL_GROUP
group,O,18,fit,dobj,NN,,Objects
or,O,20,group,cc,CC,,Coordination
kids,O,20,group,conj,NNS,,Coordination
.,O,7,guess,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
We,O,2,go,nsubj,PRP,,Subjects
usually,O,2,go,advmod,RB,,Adverbials
go,O,2,go,ROOT,VBP,,ROOT
to,O,2,go,prep,IN,,Coordination
the,O,6,House,det,DT,,Nominals
Chart,O,6,House,compound,NNP,,Compund
House,O,3,to,pobj,NNP,,Prepositions
to,O,8,celebrate,aux,TO,,Auxiliaries
celebrate,O,2,go,advcl,VB,,Adverbials
a,O,10,birthday,det,DT,,Nominals
birthday,O,8,celebrate,dobj,NN,,Objects
or,O,10,birthday,cc,CC,,Coordination
anniversary,O,10,birthday,conj,NN,,Coordination
.,O,2,go,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
The,O,1,service,det,DT,,Nominals
service,B-ASP,2,was,nsubj,NN,,Subjects
was,O,2,was,ROOT,VBD,,ROOT
great,B-OP,2,was,acomp,JJ,,Complements
as,O,5,well,advmod,RB,,Adverbials
well,O,2,was,advmod,RB,,Adverbials
.,O,2,was,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
Food,B-ASP,1,was,nsubj,NN,,Subjects
was,O,6,cooked,auxpass,VBD,,Auxiliaries
OK,B-OP,4,fish,compound,JJ,,Compund
-,O,4,fish,punct,HYPH,,Miscellaneous
fish,B-ASP,6,cooked,nsubjpass,NN,,Subjects
was,O,6,cooked,auxpass,VBD,,Auxiliaries
cooked,O,6,cooked,ROOT,VBN,,ROOT
well,B-OP,6,cooked,advmod,RB,,Adverbials
.,O,6,cooked,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
My,O,1,wife,poss,PRP$,,Nominals
wife,O,5,enjoy,nsubj,NN,,Subjects
and,O,1,wife,cc,CC,,Coordination
I,O,1,wife,conj,PRP,,Coordination
always,O,5,enjoy,advmod,RB,,Adverbials
enjoy,B-OP,5,enjoy,ROOT,VBP,,ROOT
the,O,7,young,det,DT,,Nominals
young,O,5,enjoy,dobj,JJ,,Objects
",",O,5,enjoy,punct,",",,Miscellaneous
not,O,12,trained,neg,RB,,Negation
always,O,9,not,advmod,RB,,Adverbials
well,O,12,trained,advmod,RB,,Adverbials
trained,O,5,enjoy,conj,VBN,,Coordination
but,O,12,trained,cc,CC,,Coordination
nevertheless,O,15,friendly,advmod,RB,,Adverbials
friendly,B-OP,12,trained,conj,JJ,,Coordination
",",O,15,friendly,punct,",",,Miscellaneous
staff,B-ASP,12,trained,conj,NN,,Coordination
",",O,17,staff,punct,",",,Miscellaneous
all,O,22,have,nsubj,DT,,Subjects
of,O,19,all,prep,IN,,Coordination
whom,O,20,of,pobj,WP,,Prepositions
have,O,17,staff,relcl,VBP,,Nominals
a,O,24,story,det,DT,,Nominals
story,O,22,have,dobj,NN,,Objects
.,O,5,enjoy,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
Try,O,0,Try,ROOT,VB,,ROOT
green,B-ASP,2,curry,amod,JJ,,Nominals
curry,I-ASP,0,Try,dobj,NN,,Objects
with,I-ASP,0,Try,prep,IN,,Coordination
vegetables,I-ASP,3,with,pobj,NNS,,Prepositions
.,O,0,Try,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
Plain,B-OP,4,'s,acomp,JJ,,Complements
and,O,0,Plain,cc,CC,,Coordination
simple,B-OP,0,Plain,conj,JJ,,Coordination
it,O,4,'s,nsubj,PRP,,Subjects
's,O,4,'s,ROOT,VBZ,' s,ROOT
bad,B-OP,7,food,amod,JJ,,Nominals
thai,B-ASP,7,food,compound,JJ,,Compund
food,I-ASP,4,'s,attr,NN,,Objects
.,O,4,'s,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
after,O,10,official,prep,IN,,Coordination
dining,O,0,after,pcomp,NN,,Prepositions
at,O,1,dining,prep,IN,,Coordination
B.O.G,O,2,at,pobj,NNP,b . o . g,Prepositions
over,O,5,twenty,quantmod,IN,,Miscellaneous
twenty,O,6,times,nummod,CD,,Nominals
times,O,1,dining,npadvmod,NNS,,Noun
now,O,1,dining,advmod,RB,,Adverbials
",",O,10,official,punct,",",,Miscellaneous
its,O,10,official,poss,PRP$,,Nominals
official,O,10,official,ROOT,NN,,ROOT
!,O,10,official,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
The,O,2,selection,det,DT,,Nominals
large,B-OP,2,selection,amod,JJ,,Nominals
selection,I-OP,9,keep,nsubj,NN,,Subjects
of,O,2,selection,prep,IN,,Coordination
bruschettas,B-ASP,3,of,pobj,NNS,br ##us ##chet ##tas,Prepositions
",",O,4,bruschettas,punct,",",,Miscellaneous
paninis,B-ASP,4,bruschettas,conj,NNS,pan ##ini ##s,Coordination
",",O,2,selection,punct,",",,Miscellaneous
tramezzinis,B-ASP,9,keep,nsubj,NNP,tram ##ez ##zin ##is,Subjects
keep,O,9,keep,ROOT,VBP,,ROOT
the,O,11,palate,det,DT,,Nominals
palate,O,9,keep,dobj,NN,pal ##ate,Objects
from,O,9,keep,prep,IN,,Coordination
stagnating,O,12,from,pcomp,VBG,st ##ag ##nat ##ing,Prepositions
.,O,9,keep,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
Emilio,O,7,sitting,nsubj,NNP,,Subjects
",",O,0,Emilio,punct,",",,Miscellaneous
the,O,3,owner,det,DT,,Nominals
owner,B-ASP,0,Emilio,appos,NN,,Nominals
",",O,7,sitting,punct,",",,Miscellaneous
is,O,7,sitting,aux,VBZ,,Auxiliaries
often,O,7,sitting,advmod,RB,,Adverbials
sitting,O,7,sitting,ROOT,VBG,,ROOT
in,O,7,sitting,prep,IN,,Coordination
the,O,11,table,det,DT,,Nominals
front,O,11,table,amod,JJ,,Nominals
table,O,13,guests,compound,NN,,Compund
greeting,O,13,guests,compound,VBG,,Compund
guests,O,8,in,pobj,NNS,,Prepositions
as,O,16,come,mark,IN,,Compund
they,O,16,come,nsubj,PRP,,Subjects
come,O,7,sitting,advcl,VBP,,Adverbials
and,O,16,come,cc,CC,,Coordination
go,O,16,come,conj,VBP,,Coordination
.,O,7,sitting,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
Looking,O,4,saw,advcl,VBG,,Adverbials
around,O,0,Looking,advmod,RB,,Adverbials
",",O,4,saw,punct,",",,Miscellaneous
I,O,4,saw,nsubj,PRP,,Subjects
saw,O,4,saw,ROOT,VBD,,ROOT
a,O,6,room,det,DT,,Nominals
room,O,11,enjoying,nsubj,NN,,Subjects
full,O,6,room,amod,JJ,,Nominals
of,O,7,full,prep,IN,,Coordination
New,O,10,Yorkers,compound,NNP,,Compund
Yorkers,O,8,of,pobj,NNPS,yorker ##s,Prepositions
enjoying,O,4,saw,ccomp,VBG,,Complements
a,O,14,meal,det,DT,,Nominals
real,B-OP,14,meal,amod,JJ,,Nominals
meal,B-ASP,11,enjoying,dobj,NN,,Objects
in,O,11,enjoying,prep,IN,,Coordination
a,O,18,restaurant,det,DT,,Nominals
real,B-OP,18,restaurant,amod,JJ,,Nominals
restaurant,B-ASP,15,in,pobj,NN,,Prepositions
",",O,18,restaurant,punct,",",,Miscellaneous
not,O,22,clubhouse,neg,RB,,Negation
a,O,22,clubhouse,det,DT,,Nominals
clubhouse,O,18,restaurant,appos,NN,,Nominals
of,O,22,clubhouse,prep,IN,,Coordination
the,O,26,trying,det,DT,,Nominals
fabulous,O,26,trying,amod,JJ,,Nominals
trying,O,23,of,pobj,VBG,,Prepositions
to,O,29,seen,aux,TO,,Auxiliaries
be,O,29,seen,auxpass,VB,,Auxiliaries
seen,O,26,trying,xcomp,VBN,,Complements
.,O,4,saw,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
Save,O,20,have,advcl,VB,,Adverbials
your,O,2,money,poss,PRP$,,Nominals
money,O,0,Save,dobj,NN,,Objects
and,O,0,Save,cc,CC,,Coordination
do,O,6,waste,aux,VB,,Auxiliaries
n't,O,6,waste,neg,RB,n ' t,Negation
waste,O,0,Save,conj,VB,,Coordination
your,O,8,calories,poss,PRP$,,Nominals
calories,O,6,waste,dobj,NNS,cal ##ories,Objects
",",O,6,waste,punct,",",,Miscellaneous
go,O,6,waste,conj,VB,,Coordination
to,O,10,go,prep,IN,,Coordination
Margharita,O,11,to,pobj,NNP,mar ##gh ##ari ##ta,Prepositions
's,O,12,Margharita,case,POS,' s,Compund
on,O,12,Margharita,prep,IN,,Coordination
Washington,O,16,Street,compound,NNP,,Compund
Street,O,14,on,pobj,NNP,,Prepositions
instead,O,10,go,advmod,RB,,Adverbials
",",O,20,have,punct,",",,Miscellaneous
they,O,20,have,nsubj,PRP,,Subjects
have,O,20,have,ROOT,VBP,,ROOT
amazing,B-OP,22,food,amod,JJ,,Nominals
food,B-ASP,20,have,dobj,NN,,Objects
and,O,22,food,cc,CC,,Coordination
the,O,26,service,det,DT,,Nominals
BEST,B-OP,26,service,amod,JJ,,Nominals
service,B-ASP,22,food,conj,NN,,Coordination
.,O,20,have,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
Overall,O,3,recommend,advmod,RB,,Adverbials
I,O,3,recommend,nsubj,PRP,,Subjects
would,O,3,recommend,aux,MD,,Auxiliaries
recommend,B-OP,3,recommend,ROOT,VB,,ROOT
it,O,3,recommend,dobj,PRP,,Objects
and,O,3,recommend,cc,CC,,Coordination
go,O,3,recommend,conj,VB,,Coordination
back,O,6,go,advmod,RB,,Adverbials
again,O,6,go,advmod,RB,,Adverbials
.,O,3,recommend,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
Dessert,B-ASP,1,is,nsubj,NNP,,Subjects
is,O,5,dont,ccomp,VBZ,,Complements
a,O,3,joke,det,DT,,Nominals
joke,B-OP,1,is,attr,NN,,Objects
...,O,5,dont,punct,:,. . .,Miscellaneous
dont,O,5,dont,ROOT,VB,don ##t,ROOT
bother,O,5,dont,dobj,NN,,Objects
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
I,O,1,think,nsubj,PRP,,Subjects
think,O,1,think,ROOT,VBP,,ROOT
that,O,4,is,mark,IN,,Compund
it,O,4,is,nsubj,PRP,,Subjects
is,O,1,think,ccomp,VBZ,,Complements
absolutely,O,6,brilliant,advmod,RB,,Adverbials
brilliant,O,11,operation,amod,JJ,,Nominals
and,O,6,brilliant,cc,CC,,Coordination
well,O,9,runned,advmod,RB,,Adverbials
runned,O,6,brilliant,conj,VBN,run ##ned,Coordination
business,O,11,operation,compound,NN,,Compund
operation,O,4,is,attr,NN,,Objects
.,O,1,think,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
The,O,1,one,det,DT,,Nominals
one,O,6,is,nsubj,NN,,Subjects
on,O,1,one,prep,IN,,Coordination
the,O,5,side,det,DT,,Nominals
east,O,5,side,compound,JJ,,Compund
side,O,2,on,pobj,NN,,Prepositions
is,O,6,is,ROOT,VBZ,,ROOT
much,O,8,better,advmod,RB,,Adverbials
better,B-OP,6,is,acomp,JJR,,Complements
than,O,8,better,prep,IN,,Coordination
the,O,11,one,det,DT,,Nominals
one,O,9,than,pobj,CD,,Prepositions
on,O,11,one,prep,IN,,Coordination
the,O,15,side,det,DT,,Nominals
west,O,15,side,compound,NNP,,Compund
side,O,12,on,pobj,NN,,Prepositions
.,O,6,is,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
Fresh,O,3,blowing,advmod,JJ,,Adverbials
",",O,3,blowing,punct,",",,Miscellaneous
mind,O,3,blowing,nsubj,NN,,Subjects
blowing,O,3,blowing,ROOT,VBG,,ROOT
flavors,O,3,blowing,dobj,NNS,,Objects
.,O,3,blowing,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
They,O,1,have,nsubj,PRP,,Subjects
have,O,1,have,ROOT,VBP,,ROOT
a,O,4,selection,det,DT,,Nominals
huge,B-OP,4,selection,amod,JJ,,Nominals
selection,O,1,have,dobj,NN,,Objects
of,O,4,selection,prep,IN,,Coordination
different,O,8,cheeses,amod,JJ,,Nominals
cream,O,8,cheeses,compound,NN,,Compund
cheeses,O,5,of,pobj,NNS,cheese ##s,Prepositions
and,O,8,cheeses,cc,CC,,Coordination
all,O,8,cheeses,conj,DT,,Coordination
of,O,10,all,prep,IN,,Coordination
their,O,13,salads,poss,PRP$,,Nominals
salads,B-ASP,11,of,pobj,NNS,salad ##s,Prepositions
are,O,1,have,conj,VBP,,Coordination
great,B-OP,14,are,acomp,JJ,,Complements
.,O,1,have,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
Old,O,1,school,amod,JJ,,Nominals
school,O,2,meets,nsubj,NN,,Subjects
meets,O,2,meets,ROOT,VBZ,,ROOT
New,O,4,world,compound,JJ,,Compund
world,O,2,meets,dobj,NN,,Objects
.,O,2,meets,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
Can,O,1,be,aux,MD,,Auxiliaries
be,O,1,be,ROOT,VB,,ROOT
a,O,3,bit,det,DT,,Nominals
bit,O,4,busy,npadvmod,NN,,Noun
busy,B-OP,1,be,acomp,JJ,,Complements
around,O,1,be,prep,IN,,Coordination
peak,O,7,times,compound,NN,,Compund
times,O,5,around,pobj,NNS,,Prepositions
because,O,1,be,prep,IN,,Coordination
of,O,8,because,pcomp,IN,,Prepositions
the,O,11,size,det,DT,,Nominals
size,B-ASP,8,because,pobj,NN,,Prepositions
.,O,1,be,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
Love,B-OP,0,Love,ROOT,VB,,ROOT
the,O,3,bands,det,DT,,Nominals
Jazz,B-ASP,3,bands,compound,NN,,Compund
bands,I-ASP,0,Love,dobj,NNS,,Objects
on,O,0,Love,prep,IN,,Coordination
Fri,O,4,on,pobj,NNP,fr ##i,Prepositions
and,O,5,Fri,cc,CC,,Coordination
Sat,O,5,Fri,conj,NNP,,Coordination
.,O,0,Love,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
I,O,1,recommend,nsubj,PRP,,Subjects
recommend,B-OP,1,recommend,ROOT,VBP,,ROOT
the,O,3,meatballs,det,DT,,Nominals
meatballs,B-ASP,12,were,nsubj,NNS,meat ##balls,Subjects
and,O,3,meatballs,cc,CC,,Coordination
caprese,B-ASP,6,salad,compound,NN,cap ##res ##e,Compund
salad,I-ASP,3,meatballs,conj,NN,,Coordination
and,O,3,meatballs,cc,CC,,Coordination
the,O,9,beans,det,DT,,Nominals
beans,B-ASP,3,meatballs,conj,NNS,,Coordination
on,I-ASP,9,beans,prep,IN,,Coordination
toast,I-ASP,10,on,pobj,NN,,Prepositions
were,O,1,recommend,ccomp,VBD,,Complements
a,O,15,start,det,DT,,Nominals
wonderful,B-OP,15,start,amod,JJ,,Nominals
start,O,12,were,attr,NN,,Objects
to,O,15,start,prep,IN,,Coordination
the,O,18,meal,det,DT,,Nominals
meal,B-ASP,16,to,pobj,NN,,Prepositions
!,O,12,were,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
I,O,1,am,nsubj,PRP,,Subjects
am,O,1,am,ROOT,VBP,,ROOT
Indian,O,1,am,acomp,JJ,,Complements
",",O,1,am,punct,",",,Miscellaneous
and,O,1,am,cc,CC,,Coordination
I,O,7,tried,nsubj,PRP,,Subjects
have,O,7,tried,aux,VBP,,Auxiliaries
tried,O,1,am,conj,VBN,,Coordination
many,O,10,places,amod,JJ,,Nominals
Indian,O,10,places,amod,JJ,,Nominals
places,O,7,tried,dobj,NNS,,Objects
in,O,7,tried,prep,IN,,Coordination
NY,O,11,in,pobj,NNP,,Prepositions
.,O,7,tried,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
IT,O,1,is,nsubj,PRP,,Subjects
is,O,1,is,ROOT,VBZ,,ROOT
the,O,4,deal,det,DT,,Nominals
best,B-OP,4,deal,amod,JJS,,Nominals
deal,O,1,is,attr,NN,,Objects
in,O,4,deal,prep,IN,,Coordination
town,O,5,in,pobj,NN,,Prepositions
for,O,1,is,prep,IN,,Coordination
a,O,11,dinner,det,DT,,Nominals
Monday,O,10,night,compound,NNP,,Compund
night,O,11,dinner,compound,NN,,Compund
dinner,B-ASP,7,for,pobj,NN,,Prepositions
at,O,11,dinner,prep,IN,,Coordination
a,O,15,restaurant,det,DT,,Nominals
fine,B-OP,15,restaurant,amod,JJ,,Nominals
restaurant,O,12,at,pobj,NN,,Prepositions
.,O,1,is,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
I,O,3,recommend,nsubj,PRP,,Subjects
would,O,3,recommend,aux,MD,,Auxiliaries
definitely,O,3,recommend,advmod,RB,,Adverbials
recommend,O,3,recommend,ROOT,VB,,ROOT
SEA,O,3,recommend,dobj,NN,,Objects
if,O,7,like,mark,IN,,Compund
you,O,7,like,nsubj,PRP,,Subjects
like,B-OP,3,recommend,advcl,VBP,,Adverbials
thai,B-ASP,9,cuisine,compound,NNP,,Compund
cuisine,I-ASP,7,like,dobj,NNP,,Objects
!,O,3,recommend,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
Just,O,3,take,advmod,RB,,Adverbials
do,O,3,take,aux,VB,,Auxiliaries
n't,O,3,take,neg,RB,n ' t,Negation
take,O,18,saw,advcl,VB,,Adverbials
the,O,5,seat,det,DT,,Nominals
seat,B-ASP,3,take,dobj,NN,,Objects
between,O,5,seat,prep,IN,,Coordination
the,O,8,bar,det,DT,,Nominals
bar,B-ASP,6,between,pobj,NN,,Prepositions
and,O,8,bar,cc,CC,,Coordination
the,O,12,half,det,DT,,Nominals
back,O,12,half,amod,JJ,,Nominals
half,O,8,bar,conj,NN,,Coordination
of,O,12,half,prep,IN,,Coordination
the,O,15,restaurant,det,DT,,Nominals
restaurant,O,13,of,pobj,NN,,Prepositions
",",O,18,saw,punct,",",,Miscellaneous
i,O,18,saw,nsubj,PRP,,Subjects
saw,O,18,saw,ROOT,VBD,,ROOT
a,O,20,woman,det,DT,,Nominals
woman,O,22,nudged,nsubjpass,NN,,Subjects
get,O,22,nudged,auxpass,VB,,Auxiliaries
nudged,O,18,saw,ccomp,VBN,,Complements
40times,O,22,nudged,dobj,CD,40 ##time ##s,Objects
sitting,O,22,nudged,advcl,VBG,,Adverbials
there,O,24,sitting,advmod,RB,,Adverbials
.,O,18,saw,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
I,O,3,left,nsubj,PRP,,Subjects
have,O,3,left,aux,VBP,,Auxiliaries
never,O,3,left,neg,RB,,Negation
left,O,3,left,ROOT,VBN,,ROOT
a,O,6,feeling,det,DT,,Nominals
restaurant,B-ASP,6,feeling,compound,NN,,Compund
feeling,O,3,left,dobj,NN,,Objects
as,O,11,abused,mark,IN,,Compund
if,O,11,abused,mark,IN,,Compund
i,O,11,abused,nsubjpass,PRP,,Subjects
was,O,11,abused,auxpass,VBD,,Auxiliaries
abused,B-OP,6,feeling,advcl,VBN,,Adverbials
",",O,3,left,punct,",",,Miscellaneous
and,O,3,left,cc,CC,,Coordination
wasted,O,3,left,conj,VBN,,Coordination
my,O,18,money,poss,PRP$,,Nominals
hard,O,17,earned,advmod,RB,,Adverbials
earned,O,18,money,amod,VBN,,Nominals
money,O,14,wasted,dobj,NN,,Objects
.,O,3,left,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
What,O,3,place,det,WDT,,Nominals
a,O,3,place,det,DT,,Nominals
great,B-OP,3,place,amod,JJ,,Nominals
place,O,3,place,ROOT,NN,,ROOT
.,O,3,place,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
The,O,2,steak,det,DT,,Nominals
hanger,B-ASP,2,steak,compound,NN,hang ##er,Compund
steak,I-ASP,3,was,nsubj,NN,,Subjects
was,O,3,was,ROOT,VBD,,ROOT
like,O,3,was,prep,IN,,Coordination
rubber,B-OP,4,like,pobj,NN,,Prepositions
and,O,3,was,cc,CC,,Coordination
the,O,8,tuna,det,DT,,Nominals
tuna,B-ASP,9,was,nsubj,NN,,Subjects
was,O,3,was,conj,VBD,,Coordination
flavorless,B-OP,9,was,acomp,JJ,flavor ##less,Complements
not,O,13,mention,neg,RB,,Negation
to,O,13,mention,dep,TO,,Miscellaneous
mention,O,9,was,xcomp,VB,,Complements
it,O,15,tasted,nsubj,PRP,,Subjects
tasted,O,13,mention,ccomp,VBD,,Complements
like,O,21,thawed,mark,IN,,Compund
it,O,21,thawed,nsubjpass,PRP,,Subjects
had,O,21,thawed,aux,VBD,,Auxiliaries
just,O,21,thawed,advmod,RB,,Adverbials
been,O,21,thawed,auxpass,VBN,,Auxiliaries
thawed,O,15,tasted,advcl,VBN,tha ##wed,Adverbials
.,O,9,was,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
Glechik,O,2,be,nsubj,NNP,g ##le ##chi ##k,Subjects
might,O,2,be,aux,MD,,Auxiliaries
be,O,2,be,ROOT,VB,,ROOT
way,O,4,too,advmod,RB,,Adverbials
too,B-OP,5,tiny,advmod,RB,,Adverbials
tiny,I-OP,2,be,acomp,JJ,,Complements
for,O,5,tiny,prep,IN,,Coordination
a,O,8,restaurant,det,DT,,Nominals
restaurant,O,6,for,pobj,NN,,Prepositions
by,O,8,restaurant,prep,IN,,Coordination
Russian,O,11,standards,amod,JJ,,Nominals
standards,O,9,by,pobj,NNS,,Prepositions
",",O,2,be,punct,",",,Miscellaneous
but,O,2,be,cc,CC,,Coordination
it,O,15,is,nsubj,PRP,,Subjects
is,O,2,be,conj,VBZ,,Coordination
cozy,B-OP,15,is,acomp,JJ,,Complements
and,O,15,is,cc,CC,,Coordination
the,O,19,food,det,DT,,Nominals
food,B-ASP,20,is,nsubj,NN,,Subjects
is,O,15,is,conj,VBZ,,Coordination
simply,O,22,GREAT,advmod,RB,,Adverbials
GREAT,B-OP,20,is,acomp,JJ,,Complements
.,O,20,is,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
The,O,1,food,det,DT,,Nominals
food,B-ASP,2,was,nsubj,NN,,Subjects
was,O,2,was,ROOT,VBD,,ROOT
average,B-OP,2,was,acomp,JJ,,Complements
or,I-OP,3,average,cc,CC,,Coordination
above,I-OP,3,average,conj,IN,,Coordination
including,O,2,was,prep,VBG,,Coordination
some,O,10,dishes,det,DT,,Nominals
surprising,B-OP,10,dishes,amod,JJ,,Nominals
tasty,B-OP,10,dishes,amod,JJ,ta ##sty,Nominals
dishes,B-ASP,6,including,pobj,NNS,,Prepositions
.,O,2,was,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
Decent,B-OP,2,selection,amod,JJ,,Nominals
wine,B-ASP,2,selection,compound,NN,,Compund
selection,I-ASP,2,selection,ROOT,NN,,ROOT
too,O,2,selection,advmod,RB,,Adverbials
.,O,2,selection,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
La,O,1,Rosa,compound,NNP,,Compund
Rosa,O,2,waltzes,nsubj,NNP,,Subjects
waltzes,O,2,waltzes,ROOT,VBZ,waltz ##es,ROOT
in,O,2,waltzes,advmod,RP,,Adverbials
",",O,2,waltzes,punct,",",,Miscellaneous
and,O,2,waltzes,cc,CC,,Coordination
I,O,7,think,nsubj,PRP,,Subjects
think,O,7,think,ROOT,VBP,,ROOT
they,O,10,doing,nsubj,PRP,,Subjects
are,O,10,doing,aux,VBP,,Auxiliaries
doing,O,7,think,ccomp,VBG,,Complements
it,O,10,doing,dobj,PRP,,Objects
the,O,13,best,det,DT,,Nominals
best,B-OP,10,doing,npadvmod,JJS,,Noun
.,O,7,think,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
i,O,1,know,nsubj,PRP,,Subjects
know,O,4,were,parataxis,VBP,,Miscellaneous
",",O,4,were,punct,",",,Miscellaneous
you,O,4,were,nsubj,PRP,,Subjects
were,O,4,were,ROOT,VBD,,ROOT
too,O,6,busy,advmod,RB,,Adverbials
busy,O,4,were,acomp,JJ,,Complements
showing,O,6,busy,xcomp,VBG,,Complements
off,O,7,showing,prt,RP,,Compund
your,O,12,shirt,poss,PRP$,,Nominals
vintage,O,12,shirt,amod,JJ,,Nominals
tee,O,12,shirt,compound,NN,,Compund
shirt,O,7,showing,dobj,NN,,Objects
and,O,7,showing,cc,CC,,Coordination
looking,O,7,showing,conj,VBG,,Coordination
bored,O,14,looking,acomp,JJ,,Complements
",",O,4,were,punct,",",,Miscellaneous
but,O,4,were,cc,CC,,Coordination
my,O,19,agenda,poss,PRP$,,Nominals
agenda,O,20,is,nsubj,NN,,Subjects
is,O,4,were,conj,VBZ,,Coordination
i,O,22,'m,nsubj,PRP,,Subjects
'm,O,20,is,ccomp,VBP,' m,Complements
here,O,22,'m,advmod,RB,,Adverbials
to,O,25,eat,aux,TO,,Auxiliaries
eat,O,22,'m,advcl,VB,,Adverbials
and,O,25,eat,cc,CC,,Coordination
enjoy,O,25,eat,conj,VB,,Coordination
the,O,29,company,det,DT,,Nominals
company,O,27,enjoy,dobj,NN,,Objects
of,O,29,company,prep,IN,,Coordination
friends,O,30,of,pobj,NNS,,Prepositions
",",O,27,enjoy,punct,",",,Miscellaneous
seeking,O,27,enjoy,advcl,VBG,,Adverbials
a,O,36,experience,det,DT,,Nominals
pleasant,O,36,experience,amod,JJ,,Nominals
experience,O,33,seeking,dobj,NN,,Objects
.,O,20,is,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
Everything,O,3,cooked,nsubjpass,NN,,Subjects
is,O,3,cooked,auxpass,VBZ,,Auxiliaries
always,O,3,cooked,advmod,RB,,Adverbials
cooked,O,9,is,ccomp,VBN,,Complements
to,O,3,cooked,prep,IN,,Coordination
perfection,O,4,to,pobj,NN,,Prepositions
",",O,9,is,punct,",",,Miscellaneous
the,O,8,service,det,DT,,Nominals
service,B-ASP,9,is,nsubj,NN,,Subjects
is,O,9,is,ROOT,VBZ,,ROOT
excellent,B-OP,9,is,acomp,JJ,,Complements
",",O,9,is,punct,",",,Miscellaneous
the,O,13,decor,det,DT,,Nominals
decor,B-ASP,14,cool,nsubj,NN,,Subjects
cool,B-OP,9,is,conj,JJ,,Coordination
and,O,14,cool,cc,CC,,Coordination
understated,B-OP,14,cool,conj,JJ,under ##sta ##ted,Coordination
.,O,9,is,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
My,O,1,friends,poss,PRP$,,Nominals
friends,O,4,experienced,nsubj,NNS,,Subjects
and,O,1,friends,cc,CC,,Coordination
I,O,1,friends,conj,PRP,,Coordination
experienced,O,4,experienced,ROOT,VBD,,ROOT
amazing,B-OP,6,cheese,amod,JJ,,Nominals
cheese,B-ASP,4,experienced,dobj,NN,,Objects
and,O,6,cheese,cc,CC,,Coordination
a,O,13,menu,det,DT,,Nominals
delicious,B-OP,13,menu,amod,JJ,,Nominals
